candidate_index,sample_index,k,ratio,config,best_cycle,combined_worst_active_rl_db,combined_total_rl_db,combined_active_gate,combined_dynamic_range_db,all_tasks_significant_worst_active_rl_db,all_tasks_significant_worst_total_rl_db,all_tasks_significant_gate,all_tasks_strict_worst_active_rl_db,all_tasks_strict_gate,task_target_error_max,dense_nearest_bound_ratio_max,dense_local_bound_ratio_max,combined_target_error_max,dense_constraint_pass,pattern_psll_db,pattern_weakest_target_gain_db,pattern_target_spread_db,pattern_nearest_iso_db,pattern_local_iso_db,pattern_pointing_error_deg,gate15,strict_gate20,mainlobe_gate,robust_active_RL_gate,strict_engineering_gate
78,73,6,0.5,dense_preserve30,0,10.332324996317755,12.619215273294957,1,19.998297934117677,10.012298418833625,11.03226269329614,1,-16.906596476585758,0,2.2086338441210057e-08,1.002838617603111,9.679279646954106,0.0910739553911454,0,1.7072601318359375,75.9849853515625,3.2426300048828125,25.55352020263672,5.519004821777344,2.6560172291730035,0,0,0,1,0
78,73,6,0.5,dense_equal20,0,10.332324996317755,12.619215273294957,1,19.998297934117677,10.012298418833625,11.03226269329614,1,-16.906596476585758,0,2.2086338441210057e-08,1.002838617603111,9.679279646954106,0.2421801901567085,0,1.7072601318359375,75.9849853515625,3.2426300048828125,25.55352020263672,5.519004821777344,2.6560172291730035,0,0,0,1,0
79,73,6,0.6000000238418579,dense_preserve30,27,10.131156515168279,12.293011867381702,1,19.424944657486854,9.471971494668853,10.877303426500855,0,-6.427369942417293,0,0.0007761729864520265,0.8111311879447138,0.9442150532287037,5.687706209741948e-12,1,3.7691497802734375,75.30432891845703,3.8004684448242188,28.602195739746094,23.465003967285156,3.008951300026898,0,0,0,0,0
79,73,6,0.6000000238418579,dense_equal20,27,10.062336946180178,12.185361160999452,1,20.384004179121057,9.286641786736327,10.769273523084465,0,-16.733688943195986,0,0.010248552417092173,0.9249792504308513,0.822139493270769,6.320831593216767e-11,1,3.5987701416015625,75.46353149414062,3.6701889038085938,25.82180404663086,23.64110565185547,3.076876315557972,0,0,0,0,0
80,73,6,0.699999988079071,dense_preserve30,16,10.064023472727847,13.003662516340292,1,29.422281359941902,9.202345772151551,11.422154523434935,0,-7.031782483724369,0,0.0007647008561077108,0.8118189638953118,1.0259979487438846,5.2149627384073014e-12,1,2.9089736938476562,76.42583465576172,3.8193130493164062,28.091285705566406,23.48474884033203,3.008951300026898,0,0,0,0,0
80,73,6,0.699999988079071,dense_equal20,24,9.84683448311921,12.91848501750492,0,20.20696920516904,9.39395266321258,11.378436681522794,0,-19.083839416501764,0,0.0068016012610216,0.8481932158938981,0.8098170918323436,3.878568172584257e-11,1,2.859832763671875,76.62181091308594,3.83026123046875,26.798606872558594,24.039581298828125,3.076876315557972,0,0,0,0,0
81,73,6,0.800000011920929,dense_preserve30,27,10.261113380535951,12.863422681708933,1,21.052902147359752,9.675393705131151,11.422933336134705,0,-7.293035689282652,0,0.0004312031053489441,0.8089025560190314,0.8777586637252817,3.125331671697767e-12,1,2.2452621459960938,76.93807983398438,3.8966217041015625,27.653274536132812,23.224571228027344,3.008951300026898,0,0,0,0,0
81,73,6,0.800000011920929,dense_equal20,23,10.127005577030257,12.79205526169722,1,20.271416617652946,9.82218763882642,11.405089230082556,0,-1.8790839737773626,0,0.007023708708604178,0.8515296498750753,0.7989008887946892,4.1728321153118874e-11,1,2.0977249145507812,77.14311981201172,3.806396484375,26.648681640625,24.092113494873047,3.076876315557972,0,0,0,0,0
82,73,6,0.8999999761581421,dense_preserve30,14,9.773252617945941,12.949429026558999,0,28.22635053728492,8.699863407764868,11.449126443104284,0,-1.4624541311367922,0,0.00023223689099503543,0.8161306819184535,0.9267097192219235,1.6172291545893334e-12,1,0.8956985473632812,77.67286682128906,3.8434600830078125,27.227249145507812,23.357025146484375,3.008951300026898,0,0,0,0,0
82,73,6,0.8999999761581421,dense_equal20,24,10.150263839367259,12.926551742342308,1,20.29875081248386,9.845167297459106,11.474741378782928,0,-6.270193306996364,0,0.006186349642436718,0.8421817801473251,0.7669232279833392,3.867409602532383e-11,1,0.8753662109375,77.75514221191406,3.958709716796875,26.78668975830078,23.868858337402344,3.076876315557972,0,0,0,0,0
83,73,6,1.0,dense_preserve30,25,9.980816241213237,13.410851425325363,0,29.46695547680384,9.225099749062665,11.4565881577516,0,-7.932345584547001,0,0.00026978830774806756,0.8088409015238162,0.8651931245050536,1.9482850929658156e-12,1,-2.6263656616210938,78.65306091308594,3.9981689453125,27.24706268310547,23.45471954345703,3.008951300026898,1,1,0,0,0
83,73,6,1.0,dense_equal20,18,9.838621647816446,13.417113746671363,0,20.16641228213534,9.327527786987064,11.459090887713948,0,-10.857047664574498,0,0.0069954721694381805,0.8578676184635297,0.8135646930376659,4.3476465480919257e-11,1,-1.4726486206054688,78.7754135131836,3.9610977172851562,26.637630462646484,24.19147491455078,3.076876315557972,1,1,0,0,0
84,74,6,0.5,dense_preserve30,22,9.550842834287455,11.091692692692291,0,20.460334430242963,8.914925889241674,10.308256460434729,0,1.5575269487061538,0,0.0009386780538283663,0.8542943810379707,1.0499569565147615,1.2271107796063221e-11,1,5.6419677734375,71.0519790649414,5.864601135253906,28.39886474609375,22.71813201904297,3.4038887374521893,0,0,0,0,0
84,74,6,0.5,dense_equal20,0,10.428042515509265,12.085472011927251,1,19.980065419976924,9.491467503336327,10.217968092874656,0,9.491467503336327,0,5.741075905800141e-08,1.000000537692593,5.952737239076027,0.9756840987147178,0,7.748466491699219,71.05986785888672,8.347572326660156,27.275001525878906,7.3280792236328125,4.402158364967071,0,0,0,0,0
85,74,6,0.6000000238418579,dense_preserve30,19,8.747662307434224,12.003333843187162,0,23.065687802831917,8.78148782663154,10.166897088587831,0,4.23853619114875,0,0.0007179610734040586,0.9331036467970658,0.9465146055701515,1.0865274344100093e-11,1,5.241737365722656,72.22052764892578,5.9468994140625,27.699634552001953,22.84588623046875,4.402158364967071,0,0,0,0,0
85,74,6,0.6000000238418579,dense_equal20,34,9.107124291431155,11.639888436293814,0,20.352155167758088,8.880527907993349,10.285241048360284,0,-0.5022129479972497,0,0.06629845663843417,3.352123229894291,2.0613933626152874,7.187385520330993e-10,0,5.436126708984375,72.51283264160156,5.212249755859375,17.184127807617188,17.50127410888672,4.402158364967071,0,0,0,0,0
86,74,6,0.699999988079071,dense_preserve30,26,10.100695298766428,12.303829194882177,1,19.32609949357292,8.91254897218213,10.405439489951585,0,-5.799746600303085,0,0.00027881293275387693,0.8111820460277609,0.8413238967368842,2.316426670638759e-12,1,5.044914245605469,72.94371795654297,5.6551513671875,28.61927032470703,23.44717025756836,4.402158364967071,0,0,0,0,0
86,74,6,0.699999988079071,dense_equal20,0,10.05877156045041,12.416456684360282,1,20.00777392966223,9.158142394350701,10.211556889815457,0,-1.6442055717326245,0,4.8904648706882803e-08,1.0002765984483364,5.519462985986681,1.0464136317380606,0,6.7630767822265625,72.06495666503906,8.213890075683594,26.498130798339844,8.106765747070312,4.402158364967071,0,0,0,0,0
87,74,6,0.800000011920929,dense_preserve30,28,9.697626822959888,12.009561366519609,0,19.95367731691212,9.004933244141268,10.33468632483289,0,4.929608130743721,0,0.0010221421664422254,0.7998734560174137,0.8702816493890329,1.7052192873701477e-11,1,4.599159240722656,74.2094497680664,5.368812561035156,29.18545150756836,23.497459411621094,4.402158364967071,0,0,0,0,0
87,74,6,0.800000011920929,dense_equal20,28,9.339047327723343,11.752287499270642,0,20.40767788756299,8.760092158497807,10.320150681611509,0,-3.7904081277246644,0,0.06137877942645646,3.601574339058708,2.064344615536838,7.085051852804353e-10,0,4.3626251220703125,74.14323425292969,4.892265319824219,16.871212005615234,18.016098022460938,4.402158364967071,0,0,0,0,0
88,74,6,0.8999999761581421,dense_preserve30,16,9.539224137440577,12.188964875806125,0,24.2443381353865,8.658807137868841,10.387089608092646,0,0.3775286902904549,0,0.0010740088631015837,0.7956305265202861,0.8887653452137307,1.859081511837374e-11,1,2.7667617797851562,74.93070983886719,5.527580261230469,28.483428955078125,23.413475036621094,4.402158364967071,0,0,0,0,0
88,74,6,0.8999999761581421,dense_equal20,0,9.912049950471681,12.29437062612877,0,20.01227087137458,8.82663860675017,10.232812282892493,0,1.8096333220036278,0,5.6414301075218675e-08,1.0000027735907007,4.623522893134858,1.125470332585432,0,5.255653381347656,73.41966247558594,8.050132751464844,26.46369171142578,11.522987365722656,4.402158364967071,0,0,0,0,0
89,74,6,1.0,dense_preserve30,23,9.305226354064471,12.30225539497241,0,24.833596216600125,8.209126064395734,10.532238400896992,0,-4.280742929516933,0,0.001020986131841847,0.7887603736332294,0.8448572606971364,1.7605618996415938e-11,1,0.41410064697265625,76.03751373291016,5.201988220214844,28.48992156982422,23.411643981933594,4.402158364967071,0,0,0,0,0
89,74,6,1.0,dense_equal20,35,9.305017004084586,11.915407793909116,0,20.342296959855076,9.179896737265373,10.612394254115575,0,-7.960901819334557,0,0.06135793804946477,3.5002258556933294,2.114899848022901,5.814908964928764e-10,0,2.5752792358398438,75.44677734375,5.157920837402344,16.787063598632812,18.405181884765625,4.402158364967071,0,0,0,0,0
90,75,6,0.5,dense_preserve30,0,9.881006130620133,11.22981048488938,0,19.89866546139485,9.374852055396069,10.35843271983984,0,4.316659485957855,0,1.467484742043385e-07,9.453377932416304,11.096491629454015,0.5881238727486411,0,12.606376647949219,64.8896484375,6.049568176269531,6.185817718505859,1.17919921875,4.910383300107722,0,0,0,0,0
90,75,6,0.5,dense_equal20,0,9.881006130620133,11.22981048488938,0,19.89866546139485,9.374852055396069,10.35843271983984,0,4.316659485957855,0,1.467484742043385e-07,9.453377932416304,11.096491629454015,1.079371483599945,0,12.606376647949219,64.8896484375,6.049568176269531,6.185817718505859,1.17919921875,4.910383300107722,0,0,0,0,0
91,75,6,0.6000000238418579,dense_preserve30,0,9.665461262431277,11.35791715313616,0,20.612407839822815,9.072194985038728,10.190200792952426,0,-5.78350605691484,0,1.4082721238344255e-07,9.49377835902765,10.943932863759567,0.5246419640405778,0,10.5767822265625,66.5254135131836,5.689567565917969,5.934196472167969,1.1705780029296875,2.5099929705954445,0,0,0,0,0
91,75,6,0.6000000238418579,dense_equal20,0,9.665461262431277,11.35791715313616,0,20.612407839822815,9.072194985038728,10.190200792952426,0,-5.78350605691484,0,1.4082721238344255e-07,9.49377835902765,10.943932863759567,0.9462617409236883,0,10.5767822265625,66.5254135131836,5.689567565917969,5.934196472167969,1.1705780029296875,2.5099929705954445,0,0,0,0,0
92,75,6,0.699999988079071,dense_preserve30,23,9.16026264456918,11.67972128485879,0,24.943442519280307,8.660167020196234,10.517772443140636,0,-5.226376719546653,0,0.052133076589136094,8.00478853786973,8.761681427522701,4.72972254592736e-10,0,9.743705749511719,68.74150848388672,5.3109130859375,6.7393035888671875,2.1267013549804688,4.605953118127324,0,0,0,0,0
92,75,6,0.699999988079071,dense_equal20,31,9.179767865679139,11.677210138313212,0,21.03024634563935,8.895054717246259,10.345390463732755,0,-4.177928098286276,0,0.08427805102451522,8.769437011293668,8.77260457958479,6.291342658640524e-10,0,11.134429931640625,67.79971313476562,3.9684600830078125,5.69012451171875,2.0518112182617188,4.605953118127324,0,0,0,0,0
93,75,6,0.800000011920929,dense_preserve30,25,9.063506672589767,12.209656780693297,0,25.097242139196357,8.75576975635422,10.818633559676744,0,-6.387322391156529,0,0.053352001121716924,8.630025355990695,8.85129194267904,4.357560005340527e-10,0,11.0316162109375,68.09754943847656,5.2439422607421875,5.875885009765625,2.0562973022460938,4.605953118127324,0,0,0,0,0
93,75,6,0.800000011920929,dense_equal20,27,9.088359935637904,12.155218352907482,0,20.268766014280764,8.83878461792724,10.727183684782835,0,-11.478042739133812,0,0.07527967575690568,8.380845645585115,8.670576686937057,4.749083024709954e-10,0,11.122817993164062,67.93395233154297,4.0716552734375,6.1171722412109375,2.3058547973632812,4.605953118127324,0,0,0,0,0
94,75,6,0.8999999761581421,dense_preserve30,16,9.507397616065447,12.12044714892157,0,24.603672049340037,8.888001804253545,10.812500670734906,0,-7.039200370959529,0,0.04724368000167298,8.712725537799615,8.976830675104296,4.534916140901213e-10,0,9.085868835449219,69.74373626708984,4.881874084472656,5.9206695556640625,1.9623947143554688,4.605953118127324,0,0,0,0,0
94,75,6,0.8999999761581421,dense_equal20,30,9.193551616772774,12.250584498049468,0,20.799070499605897,9.039401074434082,10.993864636715333,0,-5.80986179451633,0,0.0603712871039541,8.37101808875591,8.650527441415104,4.778502928030477e-10,0,10.829063415527344,69.14702606201172,4.059028625488281,6.423194885253906,2.4695205688476562,4.710609803839057,0,0,0,0,0
95,75,6,1.0,dense_preserve30,0,9.04383335584243,12.207594773401286,0,20.230433082827332,8.63866557719428,10.591296472543725,0,-11.467229257453209,0,1.1282574157987171e-07,8.981222830752623,10.613704061057623,0.5775434352341692,0,11.388725280761719,69.49488067626953,5.070762634277344,6.0572357177734375,1.67047119140625,4.626011968602133,0,0,0,0,0
95,75,6,1.0,dense_equal20,30,9.26787920328509,13.265465938450973,0,20.481385374739226,8.992585618584467,11.347979599091246,0,-5.774251798525933,0,0.0722986483349572,8.945571733100556,8.84408487234525,5.368473709275432e-10,0,12.880302429199219,69.22216033935547,4.499298095703125,5.5623626708984375,2.0370101928710938,4.605953118127324,0,0,0,0,0
