generated_index,sample_index,k,ratio,round,local_index,mask_family,mask_hash,parent_origin,parent_source_index,quick_active_rl_floor_db,quick_high_active_rl_floor_db,active_port_score_mean,selected_for_full_refine
995,426111,4,0.8,initial,3,three_frequency_guided_swap_03,eef33b75f2ee87db,adversarial_multi_corner_refinement,7198,-12.283369796647005,-11.940089772109745,-0.05741213415646453,0
996,426111,4,0.8,initial,4,three_frequency_guided_swap_04,c585989e34bb1d8d,adversarial_multi_corner_refinement,7198,-12.216391216004496,-11.9735464514236,-0.0530543540953734,0
997,426111,4,0.8,initial,5,three_frequency_guided_swap_05,82e50b16cc7be72b,adversarial_multi_corner_refinement,7198,-12.807230841148602,-12.623078793598319,-0.050117362865695604,0
998,426111,4,0.8,initial,6,three_frequency_guided_swap_06,b7df475e424c35fc,adversarial_multi_corner_refinement,7198,-12.134122167286389,-11.861243884770388,-0.047319003357136534,0
999,426111,4,0.8,initial,7,three_frequency_guided_swap_07,eb19eccefa10e0a9,adversarial_multi_corner_refinement,7198,-12.429835849892472,-12.110229594642266,-0.044665451281735935,0
1000,426111,4,0.8,initial,8,failed_best_swap_00_1,9d3d6160bddb7708,adversarial_multi_corner_refinement,7198,-2.5612221965768804,-1.7672597007340825,-0.06750388012869082,0
1001,426111,4,0.8,initial,9,failed_best_swap_00_2,c70a03fe471e9659,adversarial_multi_corner_refinement,7198,-3.3146101525586227,-2.9583703865800155,-0.06900323857308036,0
1002,426111,4,0.8,initial,10,failed_best_swap_00_3,e8dd1d8d5e07c734,adversarial_multi_corner_refinement,7198,-1.7886937132131608,-0.7104656654324065,-0.07050769850028014,0
1003,426111,4,0.8,initial,11,failed_best_swap_01_1,2281d83cda547e7f,local_swap_03,7186,0.45249401488278285,0.8168122345122625,-0.025278091878784763,0
1004,426111,4,0.8,initial,12,failed_best_swap_01_2,8b851aa48274afeb,local_swap_03,7186,-2.2138785391969913,-0.18795093656097314,-0.025517376080833477,0
1005,426111,4,0.8,initial,13,failed_best_swap_01_3,49e9eea6550b1b2a,local_swap_03,7186,-2.7641626645051067,-2.7641626645051067,-0.029899937132915753,0
1006,426111,4,0.8,initial,14,power_top,d79295db38f2e5bd,local_swap_03,7186,-19.808014578951816,-19.808014578951816,-0.014654256352770165,0
1007,426111,4,0.8,initial,15,parent_normalized,63db7e1afbe58073,adversarial_multi_corner_refinement,7198,4.620593965807723,6.198277325702114,-0.06878961772149915,1
1008,426111,4,0.8,initial,16,ring_quadrant,edbad981a0f8204a,local_swap_03,7186,-24.518084976894045,-24.518084976894045,-0.016966464167135337,0
1009,426111,4,0.8,initial,17,mirrored_pair,ded3fc362382180e,local_swap_03,7186,-23.281659508217295,-23.281659508217295,-0.01942519996441394,0
1010,426111,4,0.8,initial,18,min_spacing_150,fb4cfeacc055d4d6,local_swap_03,7186,-19.571841299653943,-19.571841299653943,-0.023211814308628544,0
1011,426111,4,0.8,initial,19,edge_density,3e42278d79d4c479,local_swap_03,7186,-28.889414222751594,-28.889414222751594,-0.02014669596232843,0
1012,426111,4,0.8,initial,20,center_density,fc0018d00780d84d,local_swap_03,7186,-14.778982569750003,-14.778982569750003,-0.018780465282366973,0
1013,426111,4,0.8,initial,21,checker_balance,dee4cf713cc9cfd7,local_swap_03,7186,-22.966156199739906,-22.966156199739906,-0.025768240912804958,0
1014,426111,4,0.8,initial,22,hard_positive_neighbor_00,8c0ee4742723c1ff,local_swap_03,7186,-19.053383482586124,-19.053383482586124,-0.030963815126514232,0
1015,426111,4,0.8,initial,23,hard_positive_swap_00,5a4ac950d679a3fc,local_swap_03,7186,-21.549877640318023,-21.549877640318023,-0.030646209227608325,0
1016,426111,4,0.8,alternating,0,three_frequency_guided_swap_00,e98bcb6b80cbf484,best_initial_refined,334,-11.769211146096154,-11.769211146096154,-0.05986574501253055,1
1017,426111,4,0.8,alternating,1,three_frequency_guided_swap_01,d48891c49ac35d48,best_initial_refined,334,-12.259842374658438,-12.259842374658438,-0.05540462033088258,0
1018,426111,4,0.8,alternating,2,three_frequency_guided_swap_02,af75c0e376626272,best_initial_refined,334,-13.01859174463441,-13.01859174463441,-0.052313495614426844,0
1019,426111,4,0.8,alternating,3,three_frequency_guided_swap_03,3dea6c3b1d49e4a3,best_initial_refined,334,-13.95362094735811,-13.738894292342728,-0.04937940070804601,0
1020,426111,4,0.8,alternating,4,three_frequency_guided_swap_04,3685943432531be5,best_initial_refined,334,-13.621758270565099,-13.445133042481892,-0.046649678003434183,0
1021,426111,4,0.8,alternating,5,three_frequency_guided_swap_05,05fe67e242c4c5a2,best_initial_refined,334,-12.157759398473702,-11.42295794045879,-0.06847275337233842,0
1022,426111,4,0.8,alternating,6,three_frequency_guided_swap_06,8f847f33b28b4128,best_initial_refined,334,-12.249033816516503,-11.521179233155836,-0.0656530286417438,0
1023,426111,4,0.8,alternating,7,three_frequency_guided_swap_07,d11adc9c31d14b4b,best_initial_refined,334,-12.253844864017921,-11.595889307993076,-0.06299370078457064,0
1024,426115,4,0.5,initial,0,three_frequency_guided_swap_00,7006a9343f6da484,adversarial_multi_corner_refinement,7793,0.6917139309596563,1.5727358150580304,0.026690900726724115,0
1025,426115,4,0.5,initial,1,three_frequency_guided_swap_01,08a1fc3e948cb49b,adversarial_multi_corner_refinement,7793,-1.60932794103477,-1.60932794103477,0.028211294694776557,0
1026,426115,4,0.5,initial,2,three_frequency_guided_swap_02,0da1b488ccf7aeb5,adversarial_multi_corner_refinement,7793,-7.409291959186357,-7.315137231874031,0.02956367591854943,0
1027,426115,4,0.5,initial,3,three_frequency_guided_swap_03,85341350e64ba95e,adversarial_multi_corner_refinement,7793,-7.182908373704594,-7.182908373704594,0.030762239861430816,0
1028,426115,4,0.5,initial,4,three_frequency_guided_swap_04,62eb37a14b392d68,adversarial_multi_corner_refinement,7793,-8.308647921198624,-8.0959874284781,0.03309184364603688,0
1029,426115,4,0.5,initial,5,three_frequency_guided_swap_05,f380901942bc0fd1,adversarial_multi_corner_refinement,7793,-5.215012911999414,-4.585882629878884,0.0353185397437705,0
1030,426115,4,0.5,initial,6,three_frequency_guided_swap_06,a812cf5de686ba68,adversarial_multi_corner_refinement,7793,-12.301076534913998,-12.160385749150377,0.037488282901194284,0
1031,426115,4,0.5,initial,7,three_frequency_guided_swap_07,f86fcd7055c832f3,adversarial_multi_corner_refinement,7793,-12.2937189406553,-12.183585368840381,0.039556337092815294,0
1032,426115,4,0.5,initial,8,failed_best_swap_00_1,239137197a132c02,adversarial_multi_corner_refinement,7793,-2.6459950311316804,-2.5150967692372057,0.02474662622335381,0
1033,426115,4,0.5,initial,9,failed_best_swap_00_2,7f22b0f053a004b9,adversarial_multi_corner_refinement,7793,-2.342326059884758,-2.0781074300926843,0.025450944654420365,0
1034,426115,4,0.5,initial,10,failed_best_swap_00_3,ea55a4b51901bddc,adversarial_multi_corner_refinement,7793,-7.007365622810676,-6.437615813820386,0.023182909583061823,0
1035,426115,4,0.5,initial,11,failed_best_swap_01_1,b4fa8411e71151cc,hard_positive_swap_01,7787,-5.783916720424941,-5.783916720424941,0.009490878352730306,0
1036,426115,4,0.5,initial,12,failed_best_swap_01_2,f2ca3bd54e5e31b6,hard_positive_swap_01,7787,-10.439140756729344,-10.439140756729344,0.013449703506679168,0
1037,426115,4,0.5,initial,13,failed_best_swap_01_3,e6dc5a01632093f0,hard_positive_swap_01,7787,-4.686044621996672,-4.594760829207393,0.013098572697243351,0
1038,426115,4,0.5,initial,14,power_top,bff9fb9912a43cad,hard_positive_swap_01,7787,-24.333202000447645,-21.286001305246288,0.08707984523759767,0
1039,426115,4,0.5,initial,15,parent_normalized,8406d4aecc0770aa,adversarial_multi_corner_refinement,7793,5.315831334215124,7.14484300576885,0.023850058293365294,1
1040,426115,4,0.5,initial,16,ring_quadrant,3602fad84f73df86,hard_positive_swap_01,7787,-12.772052500613958,-12.772052500613958,0.08474569027407705,0
1041,426115,4,0.5,initial,17,mirrored_pair,ceec15c24e0edd2b,hard_positive_swap_01,7787,-15.498377693124048,-14.909840784171227,0.07582845221113374,0
1042,426115,4,0.5,initial,18,spread_090,ce6ad1f4d5384ff9,hard_positive_swap_01,7787,-23.802610823831376,-20.84308225599795,0.08706507399865467,0
1043,426115,4,0.5,initial,19,min_spacing_150,ba40481817b72708,hard_positive_swap_01,7787,-24.20682259664951,-21.46538620244271,0.07174917937057633,0
1044,426115,4,0.5,initial,20,edge_density,4b27b80d93316a6a,hard_positive_swap_01,7787,-24.103821173788926,-21.404481172229396,0.07452229681222619,0
1045,426115,4,0.5,initial,21,center_density,f4e4fde6a76f6f75,hard_positive_swap_01,7787,-15.365115539001604,-15.365115539001604,0.07757091661909823,0
1046,426115,4,0.5,initial,22,checker_balance,ebfefbd08c6a8174,hard_positive_swap_01,7787,-16.18835203312871,-16.140612964615862,0.018393083219069982,0
1047,426115,4,0.5,initial,23,hard_positive_neighbor_00,13a725e7fb0758d4,adversarial_multi_corner_refinement,7793,-8.18320577708542,-7.67967338739127,0.047817430736231264,0
1048,426115,4,0.5,alternating,0,three_frequency_guided_swap_00,0268e7dcde35e84c,best_initial_refined,343,-3.167023399051428,-3.167023399051428,0.045564589342168664,0
1049,426115,4,0.5,alternating,1,three_frequency_guided_swap_01,bddd1991db8709d8,best_initial_refined,343,-3.1753985253220343,-3.1753985253220343,0.04683394814194404,0
1050,426115,4,0.5,alternating,2,three_frequency_guided_swap_02,6fff14a5074bf1e8,best_initial_refined,343,-5.54903697392681,-5.54903697392681,0.047921944439152764,0
1051,426115,4,0.5,alternating,3,three_frequency_guided_swap_03,a02cdc77cc35e801,best_initial_refined,343,-5.440910102246416,-5.207126068010554,0.04994890864145499,0
1052,426115,4,0.5,alternating,4,three_frequency_guided_swap_04,08bde0a09a482448,best_initial_refined,343,-3.677038488022626,-3.677038488022626,0.05190637598122928,0
1053,426115,4,0.5,alternating,5,three_frequency_guided_swap_05,d6b9df5ed8d0a26f,best_initial_refined,343,-13.040911586482729,-13.040911586482729,0.05376037496273327,0
1054,426115,4,0.5,alternating,6,three_frequency_guided_swap_06,ef13f3faf174fc4c,best_initial_refined,343,-13.093458358146622,-13.093458358146622,0.055525197195432134,0
1055,426115,4,0.5,alternating,7,three_frequency_guided_swap_07,8d1e7482af6665a9,best_initial_refined,343,-3.0682434685418873,-3.0682434685418873,0.042775508390060425,1
1056,426115,4,0.6,initial,0,three_frequency_guided_swap_00,bf186056d419700b,adversarial_multi_corner_refinement,7763,-15.894360247979689,-15.894360247979689,-0.019055506996206138,0
1057,426115,4,0.6,initial,1,three_frequency_guided_swap_01,be150f68a9eefb07,adversarial_multi_corner_refinement,7763,-16.091454864865234,-16.091454864865234,-0.015231089474033432,0
1058,426115,4,0.6,initial,2,three_frequency_guided_swap_02,1a9727b70ad8cbc6,adversarial_multi_corner_refinement,7763,-15.868085073974774,-15.868085073974774,-0.01170160539472562,0
1059,426115,4,0.6,initial,3,three_frequency_guided_swap_03,b82ac38179e50482,adversarial_multi_corner_refinement,7763,-15.903407853392883,-15.903407853392883,-0.008333432995800272,0
1060,426115,4,0.6,initial,4,three_frequency_guided_swap_04,9a17c38fd94a0284,adversarial_multi_corner_refinement,7763,-15.230288050096462,-15.230288050096462,-0.0029678099797364075,0
1061,426115,4,0.6,initial,5,three_frequency_guided_swap_05,5f399c3c0e3447d4,adversarial_multi_corner_refinement,7763,-15.133708722224803,-15.133708722224803,0.0006186875746973699,0
1062,426115,4,0.6,initial,6,three_frequency_guided_swap_06,69f67a379f53b74e,adversarial_multi_corner_refinement,7763,-15.095592570227083,-15.095592570227083,0.003760114694519827,0
1063,426115,4,0.6,initial,7,three_frequency_guided_swap_07,c735a3c2d5ce8513,adversarial_multi_corner_refinement,7763,-15.038109495597276,-15.038109495597276,0.006691078453761484,0
1064,426115,4,0.6,initial,8,failed_best_swap_00_1,4690ecc731fe8d8a,adversarial_multi_corner_refinement,7763,-8.039311208941367,-7.8766063060421585,-0.023055665646859715,0
1065,426115,4,0.6,initial,9,failed_best_swap_00_2,f0ca3c2cfe763294,adversarial_multi_corner_refinement,7763,-13.605412633844914,-13.337875370797178,-0.021916717494451173,0
1066,426115,4,0.6,initial,10,failed_best_swap_00_3,82e086e5493c5e6d,adversarial_multi_corner_refinement,7763,-0.7388400457500827,-0.10939185649209354,-0.02252866824820618,0
1067,426115,4,0.6,initial,11,failed_best_swap_01_1,a50713ac89bd56f9,ratio_continuation_02,7764,-3.88208398964444,-2.822764524418955,0.009703891410526432,0
1068,426115,4,0.6,initial,12,failed_best_swap_01_2,46406b79b7ffdf57,ratio_continuation_02,7764,-1.937146329348316,-1.848350614898088,0.013177208521964148,0
1069,426115,4,0.6,initial,13,failed_best_swap_01_3,0a35e928a3c7fbfd,ratio_continuation_02,7764,2.027326279964106,2.027326279964106,0.01331642226632679,0
1070,426115,4,0.6,initial,14,power_top,39809e13643c899b,ratio_continuation_02,7764,-12.212532506888632,-11.260278164580036,0.06911812183990297,0
1071,426115,4,0.6,initial,15,parent_normalized,f159701bdc713902,adversarial_multi_corner_refinement,7763,4.5267358779920395,7.403010742326675,-0.023501016916212772,1
1072,426115,4,0.6,initial,16,ring_quadrant,6a44cc3d0c39c72f,ratio_continuation_02,7764,-12.837871036982548,-12.837871036982548,0.06567004422468173,0
1073,426115,4,0.6,initial,17,mirrored_pair,69701ff373904a2b,ratio_continuation_02,7764,-13.320560076983439,-13.320560076983439,0.05862035530796349,0
1074,426115,4,0.6,initial,18,min_spacing_150,c525c19d1654516d,ratio_continuation_02,7764,-14.02002689928887,-13.905953733506722,0.057346367848056856,0
1075,426115,4,0.6,initial,19,edge_density,30574896b8a4fb6d,ratio_continuation_02,7764,-16.27318212197985,-15.36824168203328,0.05948609066219982,0
1076,426115,4,0.6,initial,20,center_density,1988f1ff33e652dc,ratio_continuation_02,7764,-9.885930234820764,-9.582983909484442,0.06109735055518598,0
1077,426115,4,0.6,initial,21,checker_balance,bc268e5570787b6c,adversarial_multi_corner_refinement,7763,-14.283893160171303,-14.283893160171303,0.02480241496545632,0
1078,426115,4,0.6,initial,22,hard_positive_neighbor_00,98570d941b5a0240,ratio_continuation_02,7764,-11.614128170497448,-11.589878639450662,0.03928840842196114,0
1079,426115,4,0.6,initial,23,hard_positive_swap_00,4c530026fcbc2d4b,ratio_continuation_02,7764,-11.706501229529174,-11.658591165886861,0.038921162584544845,0
1080,426115,4,0.6,alternating,0,three_frequency_guided_swap_00,4871dc9368f02498,best_initial_refined,354,-17.116695252431075,-15.12375880688619,-0.031355135391482505,0
1081,426115,4,0.6,alternating,1,three_frequency_guided_swap_01,8cc5465682af3d2a,best_initial_refined,354,-17.210800964977793,-15.236956414223087,-0.027770297194474693,0
1082,426115,4,0.6,alternating,2,three_frequency_guided_swap_02,9b8f74ec021e269e,best_initial_refined,354,-17.185727908025367,-15.373626479319158,-0.018583240940861747,0
1083,426115,4,0.6,alternating,3,three_frequency_guided_swap_03,8fdea4a1580815db,best_initial_refined,354,-17.156908282791274,-15.349846742796602,-0.014858974810361381,0
1084,426115,4,0.6,alternating,4,three_frequency_guided_swap_04,e36a45bf48d434f2,best_initial_refined,354,-17.161433812924066,-15.393598723897187,-0.011504489235312406,0
1085,426115,4,0.6,alternating,5,three_frequency_guided_swap_05,8bc8609bc6af9912,best_initial_refined,354,-16.716799067085503,-15.019860598653507,-0.008400137154012704,0
1086,426115,4,0.6,alternating,6,three_frequency_guided_swap_06,294c465e5ebf06fd,best_initial_refined,354,-13.454351647606323,-13.175178698533534,-0.035942529483351325,1
1087,426115,4,0.6,alternating,7,three_frequency_guided_swap_07,7bf854d4517fb33c,best_initial_refined,354,-13.625933706944897,-13.625933706944897,-0.03235769128634351,0
1088,426115,4,0.7,initial,0,three_frequency_guided_swap_00,ea9239759c31a086,adversarial_multi_corner_refinement,7729,3.2012769528569986,5.475201616477286,-0.016487652433220878,0
1089,426115,4,0.7,initial,1,three_frequency_guided_swap_01,eca36da264ab1d02,adversarial_multi_corner_refinement,7729,3.163251629036731,4.19026206070864,-0.015050921049396909,0
1090,426115,4,0.7,initial,2,three_frequency_guided_swap_02,831729fed586aec7,adversarial_multi_corner_refinement,7729,-2.0887913571779366,-2.0887913571779366,-0.013735154582674358,0
1091,426115,4,0.7,initial,3,three_frequency_guided_swap_03,2554c07599c68e34,adversarial_multi_corner_refinement,7729,-2.08001464534378,-2.08001464534378,-0.012512448121781379,0
1092,426115,4,0.7,initial,4,three_frequency_guided_swap_04,f32eb48e01436664,adversarial_multi_corner_refinement,7729,-3.4108261728412668,-3.3997125507056003,-0.010357052234866245,0
1093,426115,4,0.7,initial,5,three_frequency_guided_swap_05,64572d419b2b2e9c,adversarial_multi_corner_refinement,7729,-6.88861955732401,-6.88861955732401,-0.008338652356963962,0
1094,426115,4,0.7,initial,6,three_frequency_guided_swap_06,bad01209ede2d7b1,adversarial_multi_corner_refinement,7729,-6.708247099296383,-6.48691229589164,-0.0064180198261726915,0
1095,426115,4,0.7,initial,7,three_frequency_guided_swap_07,5a58e502d63e075e,adversarial_multi_corner_refinement,7729,-6.047145582787618,-6.0341292382371945,-0.0045571454879920715,0
1096,426115,4,0.7,initial,8,failed_best_swap_00_1,55a247771231fbc2,adversarial_multi_corner_refinement,7729,-11.457325258177002,-11.457325258177002,-0.019048930848584,0
1097,426115,4,0.7,initial,9,failed_best_swap_00_2,1a0326bc0b690bcc,adversarial_multi_corner_refinement,7729,-6.391944055722936,-6.197267756736167,-0.022601921353980106,0
1098,426115,4,0.7,initial,10,failed_best_swap_00_3,eed5d01ec40124b2,adversarial_multi_corner_refinement,7729,-3.146690383811585,-3.0302788176506104,-0.01926604104160666,0
1099,426115,4,0.7,initial,11,failed_best_swap_01_1,6c6656dfc5a4dc47,parent_normalized,7713,-2.3865369973081254,-2.3865369973081254,-0.007209928318475361,0
1100,426115,4,0.7,initial,12,failed_best_swap_01_2,9fdc209f52a16eb0,parent_normalized,7713,-1.357956956294559,-0.5691858706444498,-0.007546689911936606,0
1101,426115,4,0.7,initial,13,failed_best_swap_01_3,d79fc22b23be0cef,parent_normalized,7713,-3.314944855512107,-2.2853098212356566,-0.007597456240379318,0
1102,426115,4,0.7,initial,14,power_top,1889ade46ff1c301,parent_normalized,7713,-23.53405089362038,-21.041987846710914,0.02763278916905508,0
1103,426115,4,0.7,initial,15,parent_normalized,b49997fb6d5cefd3,adversarial_multi_corner_refinement,7729,5.569012334691909,7.640196612450825,-0.019755346653818128,1
1104,426115,4,0.7,initial,16,ring_quadrant,a7970eab40e58a68,parent_normalized,7713,-24.055888577071727,-21.89441632240614,0.023932427870905285,0
1105,426115,4,0.7,initial,17,mirrored_pair,b39613c4c0e3fdb1,parent_normalized,7713,-14.676767146436857,-12.307250996569685,0.02210925300304444,0
1106,426115,4,0.7,initial,18,min_spacing_150,a3531ba5f2f05ad6,parent_normalized,7713,-21.73862258176273,-18.988548365256385,0.012807004095879286,0
1107,426115,4,0.7,initial,19,edge_density,36dfa86c51f8b754,parent_normalized,7713,-21.75540613908477,-18.902770475044544,0.015298663069386537,0
1108,426115,4,0.7,initial,20,center_density,b3468747ef9b84fb,parent_normalized,7713,-9.879396417958846,-8.908486700452036,0.024152967802098812,0
1109,426115,4,0.7,initial,21,checker_balance,8bb19933de8daf68,parent_normalized,7713,-23.233697493870377,-21.339095416526806,0.011174766230223052,0
1110,426115,4,0.7,initial,22,hard_positive_neighbor_00,1b4782c9b2cbdffd,adversarial_multi_corner_refinement,7729,-8.993547255983339,-8.993547255983339,0.0003257480717309911,0
1111,426115,4,0.7,initial,23,hard_positive_swap_00,b2cc3a051ed7e92d,adversarial_multi_corner_refinement,7729,-8.07700522435371,-7.1696691696106924,0.00013386900051300397,0
1112,426115,4,0.7,alternating,0,three_frequency_guided_swap_00,fbc52d2468a2b122,best_initial_refined,364,2.0812769222960883,2.0812769222960883,-0.022382113718060308,0
1113,426115,4,0.7,alternating,1,three_frequency_guided_swap_01,fa2acd7acc6c403d,best_initial_refined,364,-3.8996606618375322,-3.8996606618375322,-0.021013947671261836,0
1114,426115,4,0.7,alternating,2,three_frequency_guided_swap_02,acefe80bca346c71,best_initial_refined,364,-3.9404475541661617,-3.9404475541661617,-0.017468814777890848,0
1115,426115,4,0.7,alternating,3,three_frequency_guided_swap_03,7f041705b668390b,best_initial_refined,364,-4.744570246124924,-4.744570246124924,-0.015338297762007493,0
1116,426115,4,0.7,alternating,4,three_frequency_guided_swap_04,9b3b83eb1843adae,best_initial_refined,364,-4.6687370257137735,-4.6687370257137735,-0.013346737082266035,0
1117,426115,4,0.7,alternating,5,three_frequency_guided_swap_05,4a391bcfe6def9df,best_initial_refined,364,-6.043848288243807,-4.867820201046732,-0.011413574963170706,0
1118,426115,4,0.7,alternating,6,three_frequency_guided_swap_06,48b37d7368d8ca26,best_initial_refined,364,2.1580649231273923,2.1580649231273923,-0.025740353452151993,1
1119,426115,4,0.7,alternating,7,three_frequency_guided_swap_07,d10a8a10b3005746,best_initial_refined,364,-3.8837059105196587,-3.8837059105196587,-0.02437218740535352,0
1120,426115,4,0.8,initial,0,three_frequency_guided_swap_00,eeaea11dc7b61f2b,adversarial_multi_corner_refinement,7705,-16.306174225601012,-15.12100847512064,-0.04425376768168371,0
1121,426115,4,0.8,initial,1,three_frequency_guided_swap_01,f0fa37210cbbb36e,adversarial_multi_corner_refinement,7705,-16.486467869899265,-15.412674227975742,-0.04122944815583491,0
1122,426115,4,0.8,initial,2,three_frequency_guided_swap_02,0288f87a95fdfeda,adversarial_multi_corner_refinement,7705,-16.500047143650363,-15.429002338736277,-0.03857965795480623,0
1123,426115,4,0.8,initial,3,three_frequency_guided_swap_03,ee9c4be4e1d42886,adversarial_multi_corner_refinement,7705,-16.517861718505568,-15.385024648187542,-0.03619494093001218,0
1124,426115,4,0.8,initial,4,three_frequency_guided_swap_04,f3b0177170d48c79,adversarial_multi_corner_refinement,7705,-16.34253504664324,-15.305976974133062,-0.03265238326740654,0
1125,426115,4,0.8,initial,5,three_frequency_guided_swap_05,856536280a003779,adversarial_multi_corner_refinement,7705,-20.276801615388734,-19.470297667643234,-0.03003027523735949,0
1126,426115,4,0.8,initial,6,three_frequency_guided_swap_06,baf98652d7090049,adversarial_multi_corner_refinement,7705,-20.633235216700886,-19.72810815442326,-0.0275415782319685,0
1127,426115,4,0.8,initial,7,three_frequency_guided_swap_07,dfe5f26de49a5c84,adversarial_multi_corner_refinement,7705,-20.45190914660808,-19.57651364121658,-0.025182249599778175,0
1128,426115,4,0.8,initial,8,failed_best_swap_00_1,04137491ee707c3d,adversarial_multi_corner_refinement,7705,-0.5479456782498069,-0.5479456782498069,-0.04772167018677333,0
1129,426115,4,0.8,initial,9,failed_best_swap_00_2,57ee5740e9ae36a5,adversarial_multi_corner_refinement,7705,-1.3766472635337668,-0.6932501562599196,-0.04744656524031466,0
1130,426115,4,0.8,initial,10,failed_best_swap_00_3,b0383e4844934df8,adversarial_multi_corner_refinement,7705,-3.582164837878486,-3.582164837878486,-0.04723553822951375,0
1131,426115,4,0.8,initial,11,failed_best_swap_01_1,a6e7f8728766a3c3,local_swap_14,7709,-0.2955990118745634,-0.2955990118745634,-0.030334567254958138,0
1132,426115,4,0.8,initial,12,failed_best_swap_01_2,c4308d6e39413106,local_swap_14,7709,2.554212795896562,3.9861562637664654,-0.02762605873834376,0
1133,426115,4,0.8,initial,13,failed_best_swap_01_3,30dbc576396cee32,local_swap_14,7709,-4.626920646121403,-4.449604828153347,-0.029620715804211408,0
1134,426115,4,0.8,initial,14,power_top,2bc13ff6a10fa6f6,local_swap_14,7709,-13.44949076429712,-13.44949076429712,0.0027114113124838595,0
1135,426115,4,0.8,initial,15,parent_normalized,7c8572b6e2893f77,adversarial_multi_corner_refinement,7705,6.055899705221179,6.055899705221179,-0.04818554612666686,1
1136,426115,4,0.8,initial,16,ring_quadrant,b787526c7e3629cb,local_swap_14,7709,-12.729796220531071,-12.729796220531071,0.0011572866816305953,0
1137,426115,4,0.8,initial,17,mirrored_pair,0a293750c8f1500d,local_swap_14,7709,-11.776059096786797,-11.776059096786797,-0.002325486671825334,0
1138,426115,4,0.8,initial,18,min_spacing_150,8fe929f87742994e,local_swap_14,7709,-14.379801469525583,-12.702181869807152,-0.006876043795559141,0
1139,426115,4,0.8,initial,19,edge_density,ed687b216af3fb3e,local_swap_14,7709,-14.680870230903135,-12.72104903131119,-0.00558153005839479,0
1140,426115,4,0.8,initial,20,center_density,e33cc8e56befecfe,local_swap_14,7709,-15.485914074452516,-13.036313674272083,-0.001013899835480033,0
1141,426115,4,0.8,initial,21,checker_balance,57b5d1b3b78a571b,local_swap_14,7709,-20.966489934325516,-18.942225582861973,-0.008927714578936324,0
1142,426115,4,0.8,initial,22,hard_positive_neighbor_00,8c0ee4742723c1ff,local_swap_14,7709,-11.20448498239922,-11.20448498239922,-0.0058314262824937105,0
1143,426115,4,0.8,initial,23,hard_positive_swap_00,23f29232f8a27a0c,local_swap_14,7709,-10.942823843854455,-10.942823843854455,-0.0067322625554405895,0
1144,426115,4,0.8,alternating,0,three_frequency_guided_swap_00,ea4a60a5a4ec42aa,best_initial_refined,374,-16.86426442658848,-12.394785570039549,-0.05325352805559299,0
1145,426115,4,0.8,alternating,1,three_frequency_guided_swap_01,54ca2b29be33f0e8,best_initial_refined,374,-20.480831507902142,-17.98534421539908,-0.05015331911524289,0
1146,426115,4,0.8,alternating,2,three_frequency_guided_swap_02,ff9f248ab754a7b1,best_initial_refined,374,-20.4839104315377,-17.996711511243095,-0.04742308844165621,0
1147,426115,4,0.8,alternating,3,three_frequency_guided_swap_03,2119bd1d3936192f,best_initial_refined,374,-20.55023542289011,-17.946814180906454,-0.04496802434956633,0
1148,426115,4,0.8,alternating,4,three_frequency_guided_swap_04,2f48f8b88d0ac52f,best_initial_refined,374,-20.41745606025357,-17.86566955449284,-0.041312000339196506,0
1149,426115,4,0.8,alternating,5,three_frequency_guided_swap_05,9603d4bb8c666574,best_initial_refined,374,-20.32393391737571,-17.643952365243575,-0.03597302706133564,0
1150,426115,4,0.8,alternating,6,three_frequency_guided_swap_06,422983816adeb56f,best_initial_refined,374,-21.001611260918466,-18.22404254273514,-0.033484198154016494,0
1151,426115,4,0.8,alternating,7,three_frequency_guided_swap_07,30b8a8b4b223b73e,best_initial_refined,374,2.9578765669805995,4.3835413642961685,-0.054158948836136846,1
1152,426116,4,0.5,initial,0,three_frequency_guided_swap_00,ae6c1ad7fb97f98d,adversarial_multi_corner_refinement,7907,-3.9728381450166377,-3.2728612209711234,0.054013699009807986,0
1153,426116,4,0.5,initial,1,three_frequency_guided_swap_01,c5a5334e88dd6d0b,adversarial_multi_corner_refinement,7907,-4.963708266009533,-4.946165399557209,0.05600101916760855,0
1154,426116,4,0.5,initial,2,three_frequency_guided_swap_02,537fff9c37c7a356,adversarial_multi_corner_refinement,7907,-12.271887242358517,-12.271887242358517,0.057750579667150644,0
1155,426116,4,0.5,initial,3,three_frequency_guided_swap_03,ff2f9035a9191383,adversarial_multi_corner_refinement,7907,-12.26834789887385,-12.26834789887385,0.059465629013395215,0
1156,426116,4,0.5,initial,4,three_frequency_guided_swap_04,bacf0b2291729bb5,adversarial_multi_corner_refinement,7907,-11.125594735573777,-11.125594735573777,0.0626951359633128,0
1157,426116,4,0.5,initial,5,three_frequency_guided_swap_05,141985e42584e689,adversarial_multi_corner_refinement,7907,-11.074044305904238,-11.074044305904238,0.0657297950261814,0
1158,426116,4,0.5,initial,6,three_frequency_guided_swap_06,b31ac8312d8227c2,adversarial_multi_corner_refinement,7907,-11.115550847969665,-11.115550847969665,0.06864854496753453,0
