stimulus_index,side,window_role,window_x0,window_y0,window_score,sample_index,scene_class,k_value,ratio,frequency_ghz,state_name,source_type,task_index,local_active_count,stimulus_family,source_row,physical_port_order
733,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2616,P00|P10|P01|P11
734,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2616,P00|P10|P01|P11
735,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2616,P00|P10|P01|P11
736,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2616,P00|P10|P01|P11
737,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2616,P00|P10|P01|P11
738,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2616,P00|P10|P01|P11
739,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2616,P00|P10|P01|P11
740,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2616,P00|P10|P01|P11
741,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2616,P00|P10|P01|P11
742,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2616,P00|P10|P01|P11
743,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2616,P00|P10|P01|P11
744,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2616,P00|P10|P01|P11
745,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2616,P00|P10|P01|P11
746,2,corner,14,0,0.015802141278982162,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2616,P00|P10|P01|P11
747,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2616,P00|P10|P01|P11
748,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2616,P00|P10|P01|P11
749,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2616,P00|P10|P01|P11
750,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2616,P00|P10|P01|P11
751,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2616,P00|P10|P01|P11
752,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2616,P00|P10|P01|P11
753,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2616,P00|P10|P01|P11
754,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2616,P00|P10|P01|P11
755,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2616,P00|P10|P01|P11
756,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2616,P00|P10|P01|P11
757,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2616,P00|P10|P01|P11
758,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2616,P00|P10|P01|P11
759,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2616,P00|P10|P01|P11
760,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2616,P00|P10|P01|P11
761,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2616,P00|P10|P01|P11
762,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2616,P00|P10|P01|P11
763,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2616,P00|P10|P01|P11
764,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2616,P00|P10|P01|P11
765,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2616,P00|P10|P01|P11
766,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2616,P00|P10|P01|P11
767,2,edge,2,14,0.05322270095348358,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2616,P00|P10|P01|P11
768,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2616,P00|P10|P01|P11
769,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2616,P00|P10|P01|P11
770,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2616,P00|P10|P01|P11
771,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2616,P00|P10|P01|P11
772,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2616,P00|P10|P01|P11
773,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2616,P00|P10|P01|P11
774,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2616,P00|P10|P01|P11
775,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2616,P00|P10|P01|P11
776,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2616,P00|P10|P01|P11
777,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2616,P00|P10|P01|P11
778,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2616,P00|P10|P01|P11
779,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2616,P00|P10|P01|P11
780,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2616,P00|P10|P01|P11
781,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2616,P00|P10|P01|P11
782,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2616,P00|P10|P01|P11
783,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2616,P00|P10|P01|P11
784,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2616,P00|P10|P01|P11
785,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2616,P00|P10|P01|P11
786,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2616,P00|P10|P01|P11
787,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2616,P00|P10|P01|P11
788,2,interior,7,7,0.08810248970985413,421027,supported_k6,6,0.699999988079071,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2616,P00|P10|P01|P11
789,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,combined,-1,1,k6_supported_scene,2738,P00|P10|P01|P11
790,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,combined,-1,1,k6_supported_scene,2738,P00|P10|P01|P11
791,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,combined,-1,1,k6_supported_scene,2738,P00|P10|P01|P11
792,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,0,1,k6_supported_scene,2738,P00|P10|P01|P11
793,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,0,1,k6_supported_scene,2738,P00|P10|P01|P11
794,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,0,1,k6_supported_scene,2738,P00|P10|P01|P11
795,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2738,P00|P10|P01|P11
796,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2738,P00|P10|P01|P11
797,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,1,1,k6_supported_scene,2738,P00|P10|P01|P11
798,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2738,P00|P10|P01|P11
799,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2738,P00|P10|P01|P11
800,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,2,1,k6_supported_scene,2738,P00|P10|P01|P11
801,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2738,P00|P10|P01|P11
802,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2738,P00|P10|P01|P11
803,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,3,1,k6_supported_scene,2738,P00|P10|P01|P11
804,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2738,P00|P10|P01|P11
805,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2738,P00|P10|P01|P11
806,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,4,1,k6_supported_scene,2738,P00|P10|P01|P11
807,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2738,P00|P10|P01|P11
808,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2738,P00|P10|P01|P11
809,2,corner,0,14,0.001647084834985435,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,5,1,k6_supported_scene,2738,P00|P10|P01|P11
810,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
811,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
812,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
813,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
814,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
815,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
816,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
817,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
818,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
819,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
820,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
821,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
822,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
823,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
824,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
825,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
826,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
827,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
828,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
829,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
830,2,edge,7,14,0.04265391826629639,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
831,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
832,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
833,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2738,P00|P10|P01|P11
834,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
835,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
836,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,0,3,k6_supported_scene,2738,P00|P10|P01|P11
837,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
838,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
839,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,1,3,k6_supported_scene,2738,P00|P10|P01|P11
840,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
841,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
842,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,2,3,k6_supported_scene,2738,P00|P10|P01|P11
843,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
844,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
845,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,3,3,k6_supported_scene,2738,P00|P10|P01|P11
846,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
847,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
848,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,4,3,k6_supported_scene,2738,P00|P10|P01|P11
849,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,9.96,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
850,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.0,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
851,2,interior,7,7,0.10971544682979584,421028,supported_k6,6,0.6000000238418579,10.04,frozen_v11_actual_weight,task,5,3,k6_supported_scene,2738,P00|P10|P01|P11
852,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
853,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
854,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
855,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
856,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
857,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
858,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
859,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
860,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
861,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
862,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
863,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
864,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
865,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
866,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
867,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
868,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
869,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
870,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
871,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
872,2,corner,0,0,0.041600532829761505,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
873,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
874,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
875,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,combined,-1,4,k6_supported_scene,2869,P00|P10|P01|P11
876,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
877,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
878,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,0,4,k6_supported_scene,2869,P00|P10|P01|P11
879,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
880,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
881,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,1,4,k6_supported_scene,2869,P00|P10|P01|P11
882,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
883,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
884,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,2,4,k6_supported_scene,2869,P00|P10|P01|P11
885,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
886,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
887,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,3,4,k6_supported_scene,2869,P00|P10|P01|P11
888,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
889,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
890,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,4,4,k6_supported_scene,2869,P00|P10|P01|P11
891,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
892,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.0,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
893,2,edge,0,1,0.06827162206172943,421029,supported_k6,6,0.5,10.04,frozen_v11_actual_weight,task,5,4,k6_supported_scene,2869,P00|P10|P01|P11
894,2,interior,7,7,0.147009938955307,421029,supported_k6,6,0.5,9.96,frozen_v11_actual_weight,combined,-1,3,k6_supported_scene,2869,P00|P10|P01|P11
