sample_index,base_sample_index,operator_profile,operator_family,drift_intensity,split,k_value,candidate_count
1801028,422018,dielectric_low_x0.20,dielectric_low,0.2,test,2,4
1801029,422019,dielectric_low_x0.20,dielectric_low,0.2,train,2,4
1801030,423000,dielectric_low_x0.20,dielectric_low,0.2,test,4,4
1801031,423002,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801032,423003,dielectric_low_x0.20,dielectric_low,0.2,test,4,4
1801033,423005,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801034,423006,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801035,423007,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801036,423008,dielectric_low_x0.20,dielectric_low,0.2,val,4,4
1801037,423009,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801038,423010,dielectric_low_x0.20,dielectric_low,0.2,val,4,4
1801039,423011,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801040,423012,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801041,423013,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801042,423014,dielectric_low_x0.20,dielectric_low,0.2,test,4,4
1801043,423015,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1801044,423018,dielectric_low_x0.20,dielectric_low,0.2,train,4,4
1802000,421020,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802001,421021,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802002,421022,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802003,421023,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802004,421024,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802005,421025,dielectric_low_x0.50,dielectric_low,0.5,test,6,4
1802006,421026,dielectric_low_x0.50,dielectric_low,0.5,test,6,4
1802007,421029,dielectric_low_x0.50,dielectric_low,0.5,val,6,4
1802008,421030,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802009,421031,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802010,421033,dielectric_low_x0.50,dielectric_low,0.5,test,6,4
1802011,421035,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802012,421036,dielectric_low_x0.50,dielectric_low,0.5,val,6,4
1802013,421037,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802014,421039,dielectric_low_x0.50,dielectric_low,0.5,train,6,4
1802015,422000,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802016,422003,dielectric_low_x0.50,dielectric_low,0.5,val,2,4
1802017,422005,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802018,422006,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802019,422007,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802020,422009,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802021,422010,dielectric_low_x0.50,dielectric_low,0.5,val,2,4
1802022,422011,dielectric_low_x0.50,dielectric_low,0.5,test,2,4
1802023,422012,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802024,422014,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802025,422015,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802026,422016,dielectric_low_x0.50,dielectric_low,0.5,test,2,4
1802027,422017,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802028,422018,dielectric_low_x0.50,dielectric_low,0.5,test,2,4
1802029,422019,dielectric_low_x0.50,dielectric_low,0.5,train,2,4
1802030,423000,dielectric_low_x0.50,dielectric_low,0.5,test,4,4
1802031,423002,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802032,423003,dielectric_low_x0.50,dielectric_low,0.5,test,4,4
1802033,423005,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802034,423006,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802035,423007,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802036,423008,dielectric_low_x0.50,dielectric_low,0.5,val,4,4
1802037,423009,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802038,423010,dielectric_low_x0.50,dielectric_low,0.5,val,4,4
1802039,423011,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802040,423012,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802041,423013,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802042,423014,dielectric_low_x0.50,dielectric_low,0.5,test,4,4
1802043,423015,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1802044,423018,dielectric_low_x0.50,dielectric_low,0.5,train,4,4
1803000,421020,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803001,421021,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803002,421022,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803003,421023,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803004,421024,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803005,421025,dielectric_low_x1.00,dielectric_low,1.0,test,6,4
1803006,421026,dielectric_low_x1.00,dielectric_low,1.0,test,6,4
1803007,421029,dielectric_low_x1.00,dielectric_low,1.0,val,6,4
1803008,421030,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803009,421031,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803010,421033,dielectric_low_x1.00,dielectric_low,1.0,test,6,4
1803011,421035,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803012,421036,dielectric_low_x1.00,dielectric_low,1.0,val,6,4
1803013,421037,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803014,421039,dielectric_low_x1.00,dielectric_low,1.0,train,6,4
1803015,422000,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803016,422003,dielectric_low_x1.00,dielectric_low,1.0,val,2,4
1803017,422005,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803018,422006,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803019,422007,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803020,422009,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803021,422010,dielectric_low_x1.00,dielectric_low,1.0,val,2,4
1803022,422011,dielectric_low_x1.00,dielectric_low,1.0,test,2,4
1803023,422012,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803024,422014,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803025,422015,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803026,422016,dielectric_low_x1.00,dielectric_low,1.0,test,2,4
1803027,422017,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803028,422018,dielectric_low_x1.00,dielectric_low,1.0,test,2,4
1803029,422019,dielectric_low_x1.00,dielectric_low,1.0,train,2,4
1803030,423000,dielectric_low_x1.00,dielectric_low,1.0,test,4,4
1803031,423002,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803032,423003,dielectric_low_x1.00,dielectric_low,1.0,test,4,4
1803033,423005,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803034,423006,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803035,423007,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803036,423008,dielectric_low_x1.00,dielectric_low,1.0,val,4,4
1803037,423009,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803038,423010,dielectric_low_x1.00,dielectric_low,1.0,val,4,4
1803039,423011,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803040,423012,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803041,423013,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803042,423014,dielectric_low_x1.00,dielectric_low,1.0,test,4,4
1803043,423015,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1803044,423018,dielectric_low_x1.00,dielectric_low,1.0,train,4,4
1900000,421020,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900001,421021,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900002,421022,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900003,421023,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900004,421024,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900005,421025,dielectric_high_x0.05,dielectric_high,0.05,test,6,4
1900006,421026,dielectric_high_x0.05,dielectric_high,0.05,test,6,4
1900007,421029,dielectric_high_x0.05,dielectric_high,0.05,val,6,4
1900008,421030,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900009,421031,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900010,421033,dielectric_high_x0.05,dielectric_high,0.05,test,6,4
1900011,421035,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900012,421036,dielectric_high_x0.05,dielectric_high,0.05,val,6,4
1900013,421037,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900014,421039,dielectric_high_x0.05,dielectric_high,0.05,train,6,4
1900015,422000,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900016,422003,dielectric_high_x0.05,dielectric_high,0.05,val,2,4
1900017,422005,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900018,422006,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900019,422007,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900020,422009,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900021,422010,dielectric_high_x0.05,dielectric_high,0.05,val,2,4
1900022,422011,dielectric_high_x0.05,dielectric_high,0.05,test,2,4
1900023,422012,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900024,422014,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900025,422015,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900026,422016,dielectric_high_x0.05,dielectric_high,0.05,test,2,4
1900027,422017,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900028,422018,dielectric_high_x0.05,dielectric_high,0.05,test,2,4
1900029,422019,dielectric_high_x0.05,dielectric_high,0.05,train,2,4
1900030,423000,dielectric_high_x0.05,dielectric_high,0.05,test,4,4
1900031,423002,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900032,423003,dielectric_high_x0.05,dielectric_high,0.05,test,4,4
1900033,423005,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900034,423006,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900035,423007,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900036,423008,dielectric_high_x0.05,dielectric_high,0.05,val,4,4
1900037,423009,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900038,423010,dielectric_high_x0.05,dielectric_high,0.05,val,4,4
1900039,423011,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900040,423012,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900041,423013,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900042,423014,dielectric_high_x0.05,dielectric_high,0.05,test,4,4
1900043,423015,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1900044,423018,dielectric_high_x0.05,dielectric_high,0.05,train,4,4
1901000,421020,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901001,421021,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901002,421022,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901003,421023,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901004,421024,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901005,421025,dielectric_high_x0.20,dielectric_high,0.2,test,6,4
1901006,421026,dielectric_high_x0.20,dielectric_high,0.2,test,6,4
1901007,421029,dielectric_high_x0.20,dielectric_high,0.2,val,6,4
1901008,421030,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901009,421031,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901010,421033,dielectric_high_x0.20,dielectric_high,0.2,test,6,4
1901011,421035,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901012,421036,dielectric_high_x0.20,dielectric_high,0.2,val,6,4
1901013,421037,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901014,421039,dielectric_high_x0.20,dielectric_high,0.2,train,6,4
1901015,422000,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901016,422003,dielectric_high_x0.20,dielectric_high,0.2,val,2,4
1901017,422005,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901018,422006,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901019,422007,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901020,422009,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901021,422010,dielectric_high_x0.20,dielectric_high,0.2,val,2,4
1901022,422011,dielectric_high_x0.20,dielectric_high,0.2,test,2,4
1901023,422012,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901024,422014,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901025,422015,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901026,422016,dielectric_high_x0.20,dielectric_high,0.2,test,2,4
1901027,422017,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901028,422018,dielectric_high_x0.20,dielectric_high,0.2,test,2,4
1901029,422019,dielectric_high_x0.20,dielectric_high,0.2,train,2,4
1901030,423000,dielectric_high_x0.20,dielectric_high,0.2,test,4,4
1901031,423002,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901032,423003,dielectric_high_x0.20,dielectric_high,0.2,test,4,4
1901033,423005,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901034,423006,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901035,423007,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901036,423008,dielectric_high_x0.20,dielectric_high,0.2,val,4,4
1901037,423009,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901038,423010,dielectric_high_x0.20,dielectric_high,0.2,val,4,4
1901039,423011,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901040,423012,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901041,423013,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901042,423014,dielectric_high_x0.20,dielectric_high,0.2,test,4,4
1901043,423015,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1901044,423018,dielectric_high_x0.20,dielectric_high,0.2,train,4,4
1902000,421020,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902001,421021,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902002,421022,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902003,421023,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902004,421024,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902005,421025,dielectric_high_x0.50,dielectric_high,0.5,test,6,4
1902006,421026,dielectric_high_x0.50,dielectric_high,0.5,test,6,4
1902007,421029,dielectric_high_x0.50,dielectric_high,0.5,val,6,4
1902008,421030,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902009,421031,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902010,421033,dielectric_high_x0.50,dielectric_high,0.5,test,6,4
1902011,421035,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902012,421036,dielectric_high_x0.50,dielectric_high,0.5,val,6,4
1902013,421037,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902014,421039,dielectric_high_x0.50,dielectric_high,0.5,train,6,4
1902015,422000,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902016,422003,dielectric_high_x0.50,dielectric_high,0.5,val,2,4
1902017,422005,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902018,422006,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902019,422007,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902020,422009,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902021,422010,dielectric_high_x0.50,dielectric_high,0.5,val,2,4
1902022,422011,dielectric_high_x0.50,dielectric_high,0.5,test,2,4
1902023,422012,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902024,422014,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902025,422015,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902026,422016,dielectric_high_x0.50,dielectric_high,0.5,test,2,4
1902027,422017,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902028,422018,dielectric_high_x0.50,dielectric_high,0.5,test,2,4
1902029,422019,dielectric_high_x0.50,dielectric_high,0.5,train,2,4
1902030,423000,dielectric_high_x0.50,dielectric_high,0.5,test,4,4
1902031,423002,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902032,423003,dielectric_high_x0.50,dielectric_high,0.5,test,4,4
1902033,423005,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902034,423006,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902035,423007,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902036,423008,dielectric_high_x0.50,dielectric_high,0.5,val,4,4
1902037,423009,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902038,423010,dielectric_high_x0.50,dielectric_high,0.5,val,4,4
1902039,423011,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902040,423012,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902041,423013,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902042,423014,dielectric_high_x0.50,dielectric_high,0.5,test,4,4
1902043,423015,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1902044,423018,dielectric_high_x0.50,dielectric_high,0.5,train,4,4
1903000,421020,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903001,421021,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903002,421022,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903003,421023,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903004,421024,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903005,421025,dielectric_high_x1.00,dielectric_high,1.0,test,6,4
1903006,421026,dielectric_high_x1.00,dielectric_high,1.0,test,6,4
1903007,421029,dielectric_high_x1.00,dielectric_high,1.0,val,6,4
1903008,421030,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903009,421031,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903010,421033,dielectric_high_x1.00,dielectric_high,1.0,test,6,4
1903011,421035,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903012,421036,dielectric_high_x1.00,dielectric_high,1.0,val,6,4
1903013,421037,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903014,421039,dielectric_high_x1.00,dielectric_high,1.0,train,6,4
1903015,422000,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903016,422003,dielectric_high_x1.00,dielectric_high,1.0,val,2,4
1903017,422005,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903018,422006,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903019,422007,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903020,422009,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903021,422010,dielectric_high_x1.00,dielectric_high,1.0,val,2,4
1903022,422011,dielectric_high_x1.00,dielectric_high,1.0,test,2,4
1903023,422012,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903024,422014,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903025,422015,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903026,422016,dielectric_high_x1.00,dielectric_high,1.0,test,2,4
1903027,422017,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903028,422018,dielectric_high_x1.00,dielectric_high,1.0,test,2,4
1903029,422019,dielectric_high_x1.00,dielectric_high,1.0,train,2,4
1903030,423000,dielectric_high_x1.00,dielectric_high,1.0,test,4,4
1903031,423002,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903032,423003,dielectric_high_x1.00,dielectric_high,1.0,test,4,4
1903033,423005,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903034,423006,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903035,423007,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903036,423008,dielectric_high_x1.00,dielectric_high,1.0,val,4,4
1903037,423009,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903038,423010,dielectric_high_x1.00,dielectric_high,1.0,val,4,4
1903039,423011,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903040,423012,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903041,423013,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903042,423014,dielectric_high_x1.00,dielectric_high,1.0,test,4,4
1903043,423015,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
1903044,423018,dielectric_high_x1.00,dielectric_high,1.0,train,4,4
